391629 	 78 	 78 	 270
391630 	 266 	 78 	 276
391631 	 270 	 78 	 274
391632 	 270 	 80 	 82
391633 	 1298 	 76 	 80
391634 	 244 	 76 	 272
391635 	 264 	 78 	 272
391636 	 78 	 78 	 274
391637 	 248 	 78 	 80
391638 	 266 	 78 	 268
391639 	 268 	 76 	 248
391640 	 74 	 78 	 274
391641 	 264 	 80 	 272
391642 	 268 	 78 	 274
391643 	 264 	 76 	 82
391644 	 464 	 76 	 80
391645 	 270 	 78 	 268
391646 	 262 	 74 	 272
391647 	 266 	 78 	 272
391648 	 74 	 76 	 268
391649 	 264 	 76 	 272
391650 	 262 	 78 	 272
391651 	 78 	 76 	 82
391652 	 74 	 78 	 272
391653 	 266 	 78 	 80
391654 	 266 	 76 	 1370
391655 	 242 	 74 	 82
391656 	 264 	 270 	 78
391657 	 264 	 76 	 272
391658 	 268 	 74 	 274
391659 	 268 	 74 	 272
391660 	 78 	 76 	 274
391661 	 260 	 74 	 274
391662 	 264 	 78 	 272
391663 	 268 	 82 	 84
391664 	 266 	 76 	 80
391665 	 1436 	 78 	 250
391666 	 246 	 74 	 250
391667 	 76 	 396 	 252
391668 	 270 	 74 	 78
391669 	 270 	 78 	 274
391670 	 266 	 80 	 76
391671 	 244 	 78 	 82
391672 	 266 	 78 	 274
391673 	 268 	 78 	 274
391674 	 80 	 76 	 270
391675 	 76 	 76 	 276
391676 	 362 	 80 	 84
391677 	 266 	 78 	 274
391678 	 78 	 268 	 250
391679 	 268 	 74 	 272
391680 	 268 	 82 	 276
391681 	 76 	 80 	 80
391682 	 76 	 76 	 270
391683 	 270 	 78 	 274
391684 	 244 	 74 	 272
391685 	 78 	 76 	 80
391686 	 76 	 80 	 252
391687 	 1304 	 78 	 250
391688 	 254 	 82 	 342
391689 	 76 	 244 	 246
391690 	 242 	 76 	 334
391691 	 270 	 76 	 80
391692 	 246 	 76 	 80
391693 	 250 	 80 	 80
391694 	 266 	 78 	 274
391695 	 262 	 76 	 278
391696 	 76 	 268 	 250
391697 	 1068 	 76 	 274
391698 	 266 	 74 	 272
391699 	 262 	 76 	 84
391700 	 74 	 168 	 252
391701 	 266 	 78 	 82
391702 	 268 	 76 	 84
391703 	 240 	 76 	 82
391704 	 326 	 76 	 80
391705 	 266 	 80 	 274
391706 	 266 	 78 	 274
391707 	 76 	 74 	 274
391708 	 78 	 76 	 272
391709 	 266 	 74 	 272
391710 	 268 	 76 	 272
391711 	 268 	 78 	 84
391712 	 268 	 76 	 82
391713 	 266 	 78 	 276
391714 	 272 	 78 	 274
391715 	 80 	 268 	 254
391716 	 264 	 76 	 272
391717 	 266 	 78 	 272
391718 	 266 	 78 	 82
391719 	 268 	 74 	 80
391720 	 268 	 76 	 270
391721 	 272 	 76 	 274
391722 	 76 	 268 	 250
391723 	 266 	 78 	 276
391724 	 266 	 78 	 272
391725 	 108 	 76 	 80
391726 	 80 	 78 	 274
391727 	 264 	 74 	 274
391728 	 266 	 76 	 80
391729 	 994 	 78 	 80
391730 	 264 	 76 	 82
391731 	 262 	 74 	 272
391732 	 268 	 80 	 274
391733 	 76 	 264 	 248
391734 	 270 	 76 	 82
391735 	 266 	 76 	 272
391736 	 76 	 76 	 270
391737 	 74 	 74 	 272
391738 	 266 	 78 	 274
391739 	 268 	 76 	 78
391740 	 264 	 240 	 242
391741 	 266 	 76 	 284
391742 	 264 	 76 	 272
391743 	 266 	 76 	 272
391744 	 76 	 74 	 272
391745 	 264 	 78 	 270
391746 	 268 	 76 	 276
391747 	 74 	 76 	 272
391748 	 76 	 78 	 270
391749 	 268 	 76 	 274
391750 	 266 	 78 	 82
391751 	 266 	 242 	 136
391752 	 268 	 80 	 268
391753 	 264 	 78 	 270
391754 	 168 	 74 	 270
391755 	 80 	 76 	 270
391756 	 266 	 78 	 276
391757 	 268 	 76 	 272
391758 	 266 	 80 	 270
391759 	 268 	 80 	 80
391760 	 266 	 78 	 274
391761 	 910 	 80 	 270
391762 	 76 	 266 	 250
391763 	 264 	 74 	 274
391764 	 270 	 76 	 274
391765 	 268 	 76 	 82
391766 	 242 	 76 	 82
391767 	 260 	 76 	 282
391768 	 268 	 80 	 268
391769 	 76 	 76 	 274
391770 	 272 	 76 	 272
391771 	 268 	 78 	 270
391772 	 268 	 80 	 250
391773 	 74 	 78 	 270
391774 	 270 	 76 	 276
391775 	 266 	 76 	 274
391776 	 268 	 78 	 274
391777 	 262 	 80 	 82
391778 	 262 	 74 	 274
391779 	 264 	 76 	 250
391780 	 76 	 76 	 278
391781 	 258 	 78 	 270
391782 	 270 	 76 	 1150
391783 	 244 	 76 	 82
391784 	 262 	 76 	 78
391785 	 268 	 78 	 270
391786 	 266 	 80 	 268
391787 	 176 	 74 	 276
391788 	 78 	 74 	 270
391789 	 262 	 76 	 274
391790 	 266 	 76 	 82
391791 	 74 	 76 	 80
391792 	 76 	 74 	 272
391793 	 746 	 82 	 80
391794 	 264 	 76 	 272
391795 	 82 	 78 	 272
391796 	 76 	 76 	 270
391797 	 262 	 76 	 270
391798 	 266 	 74 	 268
391799 	 78 	 76 	 272
391800 	 268 	 80 	 274
391801 	 268 	 78 	 276
391802 	 242 	 78 	 84
391803 	 74 	 130 	 250
391804 	 270 	 76 	 274
391805 	 266 	 78 	 272
391806 	 72 	 266 	 248
391807 	 268 	 76 	 278
391808 	 268 	 76 	 272
391809 	 268 	 80 	 274
